loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0.7424913048744202,0.12354080379009247,78.67306518554688,0.06565551459789276
0.6121293306350708,0.11837957054376602,89.25308227539062,0.09762542694807053
0.5611808896064758,0.11981506645679474,1.6185424327850342,0.15560485422611237
0.4927520155906677,0.12254536896944046,8.065566062927246,0.04381561279296875
0.5801542401313782,0.11714192479848862,0.6277188658714294,0.11819152534008026
0.5112454295158386,0.11896239966154099,0.5651024580001831,0.12047180533409119
0.4888918697834015,0.12139709293842316,0.6889634728431702,0.12337493896484375
0.43249624967575073,0.12400731444358826,0.48442402482032776,0.12191452085971832
0.4451051950454712,0.12323775887489319,0.5286032557487488,0.12023940682411194
0.46013835072517395,0.12296213954687119,0.4387688934803009,0.12830734252929688
0.41293567419052124,0.1253727674484253,0.5188093185424805,0.127930149435997
0.39993369579315186,0.12535980343818665,1.4857754707336426,0.106481172144413
0.4138304591178894,0.12498153746128082,0.5192073583602905,0.11836501955986023
0.40555334091186523,0.12555374205112457,0.7475491166114807,0.1209176629781723
0.40219783782958984,0.12467076629400253,0.48763924837112427,0.13144607841968536
0.39221805334091187,0.12580962479114532,1.1492840051651,0.10808029025793076
0.41186097264289856,0.12615865468978882,0.5364617705345154,0.12998566031455994
0.41253024339675903,0.12603139877319336,0.5185322761535645,0.12868133187294006
0.3888377249240875,0.1269044429063797,0.4293835759162903,0.12690551578998566
0.34357911348342896,0.12854990363121033,0.6506335735321045,0.11531493812799454
0.37814974784851074,0.12691645324230194,0.4477221965789795,0.12652572989463806
0.3591472804546356,0.12851649522781372,0.5910266637802124,0.12059188634157181
0.3141726851463318,0.13032963871955872,0.43150779604911804,0.12407394498586655
0.3167160451412201,0.13015742599964142,0.3391716778278351,0.13286972045898438
0.32538482546806335,0.129832461476326,0.5013059377670288,0.11848694086074829
0.29222747683525085,0.1310225874185562,0.4611330032348633,0.1254020631313324
0.3107755780220032,0.130425363779068,0.5782503485679626,0.11769852042198181
0.29351040720939636,0.1329735368490219,0.6103916168212891,0.11911728233098984
0.30135378241539,0.1297847032546997,0.4731427729129791,0.12407699227333069
0.3172154724597931,0.12902796268463135,0.38540536165237427,0.13348938524723053
0.3293663561344147,0.13007329404354095,0.5524794459342957,0.12518540024757385
0.31497111916542053,0.1319340020418167,0.35400155186653137,0.129536435008049
0.28898999094963074,0.13106566667556763,0.3854014575481415,0.13269028067588806
0.2701321542263031,0.13292984664440155,0.4600222408771515,0.127319797873497
0.36303654313087463,0.12909738719463348,0.4619084596633911,0.12592484056949615
0.3044835031032562,0.13261061906814575,0.4384925067424774,0.12614303827285767
0.2743755578994751,0.13188445568084717,0.561086893081665,0.11348938196897507
0.3160502016544342,0.1316869556903839,0.47543197870254517,0.1292484998703003
0.31029465794563293,0.13154728710651398,0.30737194418907166,0.13276520371437073
0.2873488664627075,0.13176295161247253,0.4132051467895508,0.12392944097518921
0.33956828713417053,0.12884826958179474,0.37004706263542175,0.13143204152584076
0.30368882417678833,0.13095194101333618,0.3740106523036957,0.13415268063545227
0.28717026114463806,0.13213007152080536,0.3015550673007965,0.1358325183391571
0.30736252665519714,0.13040034472942352,0.3560163378715515,0.13330765068531036
0.2747752070426941,0.1324814409017563,0.40470588207244873,0.1311674565076828
0.25808531045913696,0.13345159590244293,0.41027653217315674,0.13476867973804474
0.23508448898792267,0.13477207720279694,0.4722197651863098,0.12849731743335724
0.24414558708667755,0.13363642990589142,0.39231544733047485,0.1330924928188324
0.24905270338058472,0.1343698650598526,0.38040879368782043,0.1298358142375946
0.23021568357944489,0.13405975699424744,0.3495021164417267,0.13353164494037628
0.25112614035606384,0.13342081010341644,0.5014384388923645,0.11241775751113892
0.23461996018886566,0.134928897023201,0.43825802206993103,0.12490036338567734
0.28606435656547546,0.1310776323080063,0.32258960604667664,0.13580109179019928
0.2664431929588318,0.13337697088718414,0.3742302358150482,0.12702041864395142
0.2509414553642273,0.133253276348114,0.47167259454727173,0.13118164241313934
0.26736995577812195,0.1331925392150879,0.36585158109664917,0.13155655562877655
0.26485297083854675,0.13302357494831085,0.3172750473022461,0.1365501433610916
0.2365160584449768,0.13388824462890625,0.4484735429286957,0.1305616796016693
0.30000245571136475,0.13322459161281586,0.37158653140068054,0.1328887939453125
0.28879356384277344,0.13359171152114868,0.3290669620037079,0.1356489509344101
0.21433906257152557,0.13542470335960388,0.49604958295822144,0.1260165423154831
0.22045758366584778,0.13570810854434967,0.3350526690483093,0.1341007947921753
0.2330172210931778,0.13573262095451355,0.37019214034080505,0.12969711422920227
0.21430213749408722,0.1355237364768982,0.33512988686561584,0.13227996230125427
0.22850288450717926,0.13390213251113892,0.37884002923965454,0.130390927195549
0.2284141331911087,0.1357056200504303,0.30396899580955505,0.1361360102891922
0.22122344374656677,0.13458211719989777,0.30335912108421326,0.13556839525699615
0.22896136343479156,0.1344713270664215,0.34967097640037537,0.13103576004505157
0.22690635919570923,0.1348094642162323,0.3004000186920166,0.13666915893554688
0.2289348542690277,0.13622574508190155,0.31846070289611816,0.1364276111125946
0.18350161612033844,0.13623341917991638,0.32397380471229553,0.13758133351802826
0.20472104847431183,0.13679291307926178,0.2821318507194519,0.13681213557720184
0.1945425570011139,0.13590748608112335,0.2897246479988098,0.13684967160224915
0.19869020581245422,0.1367926001548767,0.6334108114242554,0.12166991829872131
0.20452725887298584,0.1360965520143509,0.29168179631233215,0.13726532459259033
