loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0.49439117312431335,0.16225162148475647,7.757263660430908,0.3732776343822479
0.42314666509628296,0.1626530885696411,1.7430721521377563,0.12768171727657318
0.3707357943058014,0.16338972747325897,0.5252012014389038,0.14797581732273102
0.33582088351249695,0.16508157551288605,0.9617254734039307,0.1368054449558258
0.3051080107688904,0.16776405274868011,0.42331409454345703,0.14786431193351746
0.2855941653251648,0.16791680455207825,0.6538519859313965,0.14341965317726135
0.28052911162376404,0.16740471124649048,0.41047540307044983,0.1529996246099472
0.24967721104621887,0.17059439420700073,0.6446937918663025,0.1459047943353653
0.2637017071247101,0.16950511932373047,0.32095280289649963,0.15745390951633453
0.24848568439483643,0.169973224401474,0.3172408938407898,0.1567152589559555
0.22982127964496613,0.17086243629455566,0.43362733721733093,0.1564892828464508
0.22018997371196747,0.17100603878498077,0.3359820544719696,0.1529453992843628
0.24387051165103912,0.1693090796470642,0.4134875237941742,0.14536835253238678
0.21954824030399323,0.17124776542186737,0.30328673124313354,0.15834574401378632
0.2440038025379181,0.16806425154209137,0.3270094692707062,0.1559983640909195
0.20587800443172455,0.17144636809825897,0.3182847499847412,0.15624326467514038
0.20345228910446167,0.17180660367012024,0.27919480204582214,0.15754887461662292
0.22808897495269775,0.1710740178823471,0.23546604812145233,0.16050344705581665
0.20863330364227295,0.1722494214773178,0.27977457642555237,0.1592072993516922
0.1918162852525711,0.17229795455932617,0.27227339148521423,0.15934114158153534
0.21147073805332184,0.17071183025836945,0.2191011607646942,0.16134226322174072
0.20679813623428345,0.17084768414497375,0.3138789236545563,0.1558077484369278
0.19277343153953552,0.17261497676372528,0.3479399085044861,0.15990333259105682
0.22693820297718048,0.17054520547389984,0.6311939358711243,0.1472173035144806
0.21856002509593964,0.17113587260246277,0.3561081290245056,0.15398308634757996
0.18689681589603424,0.1726609617471695,0.22361917793750763,0.16034208238124847
0.1800815463066101,0.17341895401477814,0.34851813316345215,0.15660913288593292
0.1616973876953125,0.17422375082969666,0.20206797122955322,0.16152016818523407
0.20140042901039124,0.17148995399475098,0.33382710814476013,0.15836261212825775
0.20195195078849792,0.1722903698682785,0.2271094024181366,0.16060054302215576
0.18251541256904602,0.1732800304889679,0.6866616606712341,0.1446792334318161
0.17466478049755096,0.17386631667613983,0.2235703021287918,0.16182167828083038
0.18938420712947845,0.17242290079593658,0.5696856379508972,0.1483612060546875
0.2141866236925125,0.17137092351913452,0.31225264072418213,0.15451425313949585
0.16894735395908356,0.1741422563791275,0.2609957754611969,0.16079072654247284
0.1639701873064041,0.17364172637462616,0.4881070852279663,0.15105877816677094
0.18700572848320007,0.17236728966236115,0.24193811416625977,0.1597563624382019
0.1796213984489441,0.1730743646621704,0.6987835764884949,0.14563047885894775
0.17604109644889832,0.1741376519203186,0.2518845796585083,0.16000595688819885
0.16177894175052643,0.17335961759090424,0.24328579008579254,0.1599981188774109
0.16577067971229553,0.17414583265781403,0.2780153751373291,0.1606655865907669
0.15364697575569153,0.1744888573884964,0.22815026342868805,0.16011430323123932
0.15884682536125183,0.1742931604385376,0.284017950296402,0.1513381153345108
0.1671007126569748,0.1730901598930359,0.22412173449993134,0.15997757017612457
0.1433800309896469,0.17440354824066162,0.21486987173557281,0.16195380687713623
0.15457817912101746,0.17440009117126465,0.25491002202033997,0.15921685099601746
0.15772345662117004,0.17383815348148346,0.187815323472023,0.1614639014005661
0.1874457150697708,0.1729416698217392,0.4345153272151947,0.15116490423679352
0.1628246307373047,0.17456060647964478,0.211847722530365,0.16068033874034882
0.14518670737743378,0.17538145184516907,0.24654150009155273,0.158636674284935
0.14391812682151794,0.1755124181509018,0.21881842613220215,0.16100162267684937
0.1443440318107605,0.1750413030385971,0.2394850105047226,0.15966959297657013
0.1323978304862976,0.1761307269334793,0.27440160512924194,0.1578262597322464
0.12582112848758698,0.17616353929042816,0.19127792119979858,0.1617831438779831
0.13148947060108185,0.17610515654087067,0.22004441916942596,0.1613473743200302
0.11256858706474304,0.17678506672382355,0.19043757021427155,0.16188757121562958
0.13496650755405426,0.1756983995437622,0.19581955671310425,0.16236460208892822
0.14737993478775024,0.1746540069580078,0.35997721552848816,0.15379196405410767
0.13135682046413422,0.17536497116088867,0.16474752128124237,0.1623610109090805
0.11178623139858246,0.177887961268425,0.17642158269882202,0.16268835961818695
0.12034716457128525,0.17601947486400604,0.20561911165714264,0.1620541363954544
0.12693347036838531,0.1758747696876526,0.3433603346347809,0.15557162463665009
0.11008103936910629,0.17759960889816284,0.22568224370479584,0.16102378070354462
0.14940133690834045,0.17515090107917786,0.2103329449892044,0.15887732803821564
0.13284489512443542,0.176961749792099,0.2051732987165451,0.16184161603450775
0.12679482996463776,0.1767721325159073,0.23759326338768005,0.16049450635910034
0.11171382665634155,0.17662417888641357,0.19154202938079834,0.1621713489294052
0.10349924117326736,0.17751038074493408,0.1616964191198349,0.16339214146137238
0.104074627161026,0.17734196782112122,0.2011488974094391,0.16251343488693237
0.12314189225435257,0.17642803490161896,0.19024398922920227,0.16194510459899902
0.09973006695508957,0.17805659770965576,0.20967349410057068,0.16277828812599182
0.10107328742742538,0.1774330884218216,0.22924725711345673,0.1609177440404892
0.10458774864673615,0.1776173859834671,0.22504128515720367,0.15938334167003632
0.09550078958272934,0.17846551537513733,0.20866547524929047,0.15745647251605988
0.08832589536905289,0.17824766039848328,0.20772330462932587,0.1612558215856552
